"Cam_ID","Position","Date","#","Pot_ID","Xmin","Xmax","Ymin","Ymax"
"Cam_1_5","1_5_P1","22/04/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","22/04/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","22/04/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","22/04/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","22/04/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","22/04/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","22/04/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","22/04/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","22/04/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","22/04/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","22/04/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","22/04/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","22/04/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","23/04/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","23/04/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","23/04/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","23/04/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","23/04/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","23/04/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","23/04/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","23/04/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","23/04/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","23/04/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","23/04/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","23/04/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","23/04/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","23/04/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","23/04/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","23/04/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","23/04/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","23/04/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","23/04/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","23/04/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","24/04/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","24/04/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","24/04/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","24/04/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","24/04/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","24/04/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","24/04/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","24/04/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","24/04/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","24/04/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","24/04/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","24/04/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","24/04/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","24/04/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","24/04/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","24/04/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","24/04/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","24/04/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","24/04/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","24/04/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","25/04/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","25/04/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","25/04/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","25/04/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","25/04/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","25/04/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","25/04/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","25/04/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","25/04/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","25/04/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","25/04/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","25/04/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","25/04/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","25/04/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","25/04/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","25/04/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","25/04/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","25/04/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","25/04/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","25/04/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","26/04/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","26/04/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","26/04/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","26/04/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","26/04/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","26/04/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","26/04/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","26/04/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","26/04/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","26/04/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","26/04/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","26/04/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","26/04/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","26/04/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","26/04/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","26/04/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","26/04/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","26/04/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","26/04/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","26/04/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","27/04/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","27/04/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","27/04/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","27/04/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","27/04/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","27/04/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","27/04/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","27/04/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","27/04/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","27/04/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","27/04/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","27/04/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","27/04/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","27/04/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","27/04/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","27/04/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","27/04/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","27/04/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","27/04/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","27/04/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","28/04/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","28/04/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","28/04/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","28/04/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","28/04/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","28/04/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","28/04/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","28/04/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","28/04/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","28/04/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","28/04/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","28/04/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","28/04/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","28/04/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","28/04/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","28/04/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","28/04/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","28/04/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","28/04/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","28/04/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","29/04/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","29/04/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","29/04/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","29/04/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","29/04/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","29/04/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","29/04/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","29/04/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","29/04/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","29/04/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","29/04/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","29/04/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","29/04/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","29/04/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","29/04/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","29/04/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","29/04/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","29/04/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","29/04/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","29/04/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","30/04/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","30/04/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","30/04/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","30/04/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","30/04/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","30/04/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","30/04/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","30/04/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","30/04/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","30/04/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","30/04/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","30/04/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","30/04/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","30/04/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","30/04/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","30/04/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","30/04/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","30/04/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","30/04/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","30/04/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","01/05/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","01/05/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","01/05/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","01/05/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","01/05/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","01/05/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","01/05/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","01/05/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","01/05/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","01/05/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","01/05/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","01/05/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","01/05/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","01/05/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","01/05/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","01/05/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","01/05/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","01/05/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","01/05/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","01/05/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","02/05/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","02/05/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","02/05/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","02/05/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","02/05/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","02/05/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","02/05/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","02/05/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","02/05/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","02/05/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","02/05/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","02/05/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","02/05/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","02/05/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","02/05/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","02/05/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","02/05/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","02/05/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","02/05/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","02/05/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","03/05/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","03/05/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","03/05/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","03/05/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","03/05/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","03/05/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","03/05/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","03/05/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","03/05/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","03/05/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","03/05/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","03/05/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","03/05/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","03/05/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","03/05/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","03/05/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","03/05/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","03/05/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","03/05/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","03/05/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","04/05/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","04/05/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","04/05/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","04/05/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","04/05/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","04/05/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","04/05/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","04/05/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","04/05/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","04/05/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","04/05/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","04/05/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","04/05/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","04/05/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","04/05/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","04/05/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","04/05/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","04/05/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","04/05/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","04/05/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","05/05/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","05/05/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","05/05/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","05/05/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","05/05/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","05/05/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","05/05/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","05/05/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","05/05/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","05/05/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","05/05/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","05/05/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","05/05/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","05/05/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","05/05/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","05/05/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","05/05/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","05/05/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","05/05/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","05/05/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","06/05/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","06/05/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","06/05/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","06/05/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","06/05/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","06/05/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","06/05/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","06/05/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","06/05/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","06/05/2020",10,"10EA",0.75,0.85,0.35,0.55
"Cam_1_5","1_5_P1","06/05/2020",11,"1EA",0.15,0.25,0.55,0.75
"Cam_1_5","1_5_P1","06/05/2020",12,"1CC",0.3,0.4,0.55,0.75
"Cam_1_5","1_5_P1","06/05/2020",13,"4EA",0.45,0.55,0.55,0.75
"Cam_1_5","1_5_P1","06/05/2020",14,"10CC",0.6,0.7,0.55,0.75
"Cam_1_5","1_5_P1","06/05/2020",15,"5EA",0.75,0.85,0.55,0.75
"Cam_1_5","1_5_P1","06/05/2020",16,"2EA",0.15,0.25,0.72,0.92
"Cam_1_5","1_5_P1","06/05/2020",17,"6CC",0.3,0.4,0.72,0.92
"Cam_1_5","1_5_P1","06/05/2020",18,"9EA",0.45,0.55,0.72,0.92
"Cam_1_5","1_5_P1","06/05/2020",19,"4CC",0.6,0.7,0.72,0.92
"Cam_1_5","1_5_P1","06/05/2020",20,"8CC",0.75,0.85,0.72,0.92
"Cam_1_5","1_5_P1","07/05/2020",1,"11EA",0.15,0.25,0.17,0.35
"Cam_1_5","1_5_P1","07/05/2020",2,"7CC",0.3,0.4,0.17,0.35
"Cam_1_5","1_5_P1","07/05/2020",3,"3EA",0.45,0.55,0.17,0.35
"Cam_1_5","1_5_P1","07/05/2020",4,"5CC",0.6,0.7,0.17,0.35
"Cam_1_5","1_5_P1","07/05/2020",5,"3CC",0.75,0.85,0.17,0.35
"Cam_1_5","1_5_P1","07/05/2020",6,"2CC",0.15,0.25,0.35,0.55
"Cam_1_5","1_5_P1","07/05/2020",7,"11CC",0.3,0.4,0.35,0.55
"Cam_1_5","1_5_P1","07/05/2020",8,"6EA",0.45,0.55,0.35,0.55
"Cam_1_5","1_5_P1","07/05/2020",9,"8EA",0.6,0.7,0.35,0.55
"Cam_1_5","1_5_P1","07/05/2020",10,"10EA",0.75,0.85,0.35,0.55
